"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"Ringneck Ranch Inc","4.9","90","655 Solomon Ln","Tipton","Kansas","US","http://www.ringneckranch.net/","(785) 373-4835","Hunting preserve","Lodge","Motel",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ringneck%20Ranch%20Inc&query_place_id=ChIJmVZHNKH1oocRKArfIatYsFM","Hunting preserve"
"Prairie Storm Outfitting","4.3","3","1004 Kingsley St","Scott City","Kansas","US","https://www.prairiestormoutfitting.com/contact.html","(785) 317-4146","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prairie%20Storm%20Outfitting&query_place_id=ChIJj6GdK1JrCocRsDS78Bn9jTE","Hunting club"
"Mad At 'Em Outfitters","5","9",,,,,,"(832) 434-0827","Hunting club","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mad%20At%20'Em%20Outfitters&query_place_id=ChIJJetHm8gdY6sRkus7ZOo5_yA","Hunting club"
"Let Em Loose Outfitters","5","1","504 W Kingman Ave","Lakin","Kansas","US","https://let-em-loose-outfitters.ueniweb.com/?utm_campaign=gmb","(620) 640-6549","Tour agency",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Let%20Em%20Loose%20Outfitters&query_place_id=ChIJA45qchCdCYcRQ6NCQrwLBNA","Tour agency"
"Tornado Valley Outfitters","4.5","24","7160 E 1940 Rd","Waurika","Oklahoma","US","https://tornadovalleyoutfitters.com/","(903) 736-9557","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tornado%20Valley%20Outfitters&query_place_id=ChIJvWQzs0FHNoYRMwMl54ZWClk","Hunting club"
"Oklahoma Hog Hunting - Side X Side Ranch","4.9","399","41998 East, County Road 1600","Wynnewood","OK","US","http://sidexsideranch.com/","(469) 834-8256","Hunting area","Bed & breakfast","Hunting club","Ranch","Shooting range",,,,,,,"https://www.google.com/maps/search/?api=1&query=Oklahoma%20Hog%20Hunting%20-%20Side%20X%20Side%20Ranch&query_place_id=ChIJD5IVHDjgsocRiki1IE_Ggck","Hunting area"
"Stuart Ranch Outfitters","4.6","10","9620 N 2824 Rd","Waurika","Oklahoma","US","https://www.stuartranchoutfitters.com/","(580) 512-7004","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stuart%20Ranch%20Outfitters&query_place_id=ChIJ22cky46zUoYR1-e0q0h4UfQ","Hunting area"
"Goose Reapers Guided Outdoors Llc","4.4","21","701 Oak Main Ave","Comanche","Oklahoma","US","https://www.goosereapersbrand.com/","(580) 475-8898","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Goose%20Reapers%20Guided%20Outdoors%20Llc&query_place_id=ChIJ8fBcMSVOrYcRSmcKXSq2zao","Hunting club"
"Rio Rojo Outfitters","5","8","19218 E CR 1723","Eldorado","Oklahoma","US","http://www.riorojooutfitters.com/","(940) 585-1094","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rio%20Rojo%20Outfitters&query_place_id=ChIJUyU-uMxqq4cRzTXZt_3SfHA","Hunting area"
"Mudcreek Outfitters","5","1","Rose Blvd","Ringling","Oklahoma","US","http://www.mudcreekoutfitters.com/","(580) 222-7130","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mudcreek%20Outfitters&query_place_id=ChIJxwyltwhRTYYRB_WObMVqrkU","Hunting area"
"Cast & Bang Outfitters: Oklahoma's All Seasons Feeders Dealer","4.6","21","15050 SW 11th St","Geronimo","Oklahoma","US","http://www.castandbang.com/","(405) 633-3122","Hunting store","Outdoor sports store",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cast%20%26%20Bang%20Outfitters%3A%20Oklahoma's%20All%20Seasons%20Feeders%20Dealer&query_place_id=ChIJ0T5gWJwmrYcRFDRKbT70hbE","Hunting store"
"Flyover State Outfitters","4.5","16","Co Rd 1580","Marlow","Oklahoma","US","https://flyoverstateoutfitters.com/","(337) 296-1746","Lodging",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Flyover%20State%20Outfitters&query_place_id=ChIJEQ53NL5vrYcRcjQrIq2_3Q4","Lodging"
"Bend of the River Outfitters","4.5","8","18857 E 940 Rd","Strong City","Oklahoma","US","http://bendoftheriveroutfitters.com/","(580) 497-6548","Sporting goods store","Entertainment and recreation",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bend%20of%20the%20River%20Outfitters&query_place_id=ChIJlxETl3hkqYcRckhs2K5phrk","Sporting goods store"
"Premier Plains Outfitters","5","1","602 NE 75th St","Lawton","Oklahoma","US",,"(405) 401-0295","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Premier%20Plains%20Outfitters&query_place_id=ChIJPzNpvCIXrYcR3ybbSYJHRtg","Hunting area"
"Mesquite Hollow Outfitters","5","1","6578 US-81","Waurika","Oklahoma","US","https://mesquitehollowoutfitters.us/","(903) 815-9842","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mesquite%20Hollow%20Outfitters&query_place_id=ChIJ-YLlEtqzUoYRVVkNhCaF_To","Hunting club"
"Hog Wild","4.8","158","E1400 Rd","Purcell","Oklahoma","US","https://www.hogwildok.com/","(405) 464-9453","Hunting club","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hog%20Wild&query_place_id=ChIJ_zqgfKqKsocRaGKWwSQzs3E","Hunting club"
"The StoneWood Ranch","5","10","41634 E CR 1600","Wynnewood","OK","US","http://thestonewood.com/","(405) 331-0060","Hunting preserve","Hunting area","Lodge","Retreat center",,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20StoneWood%20Ranch&query_place_id=ChIJnVAIfzbhsocRi6YVzaDPZoM","Hunting preserve"
"Coastal Wings Guide Service and Lodge","4.6","30","23658 EW Cr 187","Loveland","OK","US","http://www.coastalwings.com/","(866) 486-8897","Lodge","Fishing charter","Hunting area","Hunting club","Hunting preserve","Lodging",,,,,,"https://www.google.com/maps/search/?api=1&query=Coastal%20Wings%20Guide%20Service%20and%20Lodge&query_place_id=ChIJ4zlHR1C5QYYRbkJ-kRFXn4U","Lodge"
"Ruff Creek Outfitters","5","3","420 N Symcox St","New Cordell","Oklahoma","US",,"(580) 660-5334","Hunting area","Hunting club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ruff%20Creek%20Outfitters&query_place_id=ChIJvU7Ije4TrIcRN1oLRGcYrec","Hunting area"
"Sand Creek Outfitters","4.7","29","60654 Grady Rd","Cherokee","Oklahoma","US","https://www.sandcreekoutfitters.com/","(580) 884-7806","Ranch",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sand%20Creek%20Outfitters&query_place_id=ChIJq6paxX-Zr4cROJU66IBAHW0","Ranch"
"Black Mountain Hunts, LLC","4.2","30","106082 N3810 Rd","Okemah","Oklahoma","US","http://blackmtnhunts.com/","(918) 557-2444","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Black%20Mountain%20Hunts%2C%20LLC&query_place_id=ChIJYVlTyZsStIcRTsXLNmix9s4","Hunting area"
"Hunt Flatline Outfitters","4","4","816 Main St","Jet","Oklahoma","US","http://huntflatlineoutfitters.com/","(405) 213-5156","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hunt%20Flatline%20Outfitters&query_place_id=ChIJh5RFwy6-r4cRwIDlpTPTnUs","Hunting club"
"Loco Mountain Outfitters","5","3","4700 Co Rd 37","Cotopaxi","Colorado","US","http://www.locomountainoutfitters.com/","(719) 371-1447","Hunting area","Animals","Fishing area","Hunting club","Hunting preserve",,,,,,,"https://www.google.com/maps/search/?api=1&query=Loco%20Mountain%20Outfitters&query_place_id=ChIJ52SRB9z7FIcR4EgLHxAEssI","Hunting area"
"Pro Outfitters","5","15","110 Ash St","Rulo","Nebraska","US","https://huntprooutfitters.com/lodging/","(417) 434-7615","Corporate office",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pro%20Outfitters&query_place_id=ChIJ75PFH9lplYcRlljCRdPtJy0","Corporate office"
"Northstream Outfitters","5","4","24598 279th Ave","Draper","South Dakota","US","http://northstreamoutfitters.com/","(605) 222-1275","Hunting area","Hunting club",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Northstream%20Outfitters&query_place_id=ChIJk9lNlsLJjocRD7DR8jCzxgA","Hunting area"
"Backcountry Outfitters","5","1","33376 Buffalo Butte Rd","Gregory","South Dakota","US","http://www.sodakhunting.com/","(605) 830-2244","Hunting area","Animals","Hunting preserve","Hunting club","Lodge",,,,,,,"https://www.google.com/maps/search/?api=1&query=Backcountry%20Outfitters&query_place_id=ChIJhyHZ4GBegYcRQooIAdrSvg0","Hunting area"
"Cheyenne Ridge Signature Lodge","5","21","101 Ridge Road","Pierre","South Dakota","US","http://www.thesignaturelodge.com/","(877) 206-5378","Hunting club","Fishing club","Hunting preserve","Lodge",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cheyenne%20Ridge%20Signature%20Lodge&query_place_id=ChIJOaUhzBlO1VIR_FC1zAaHOlE","Hunting club"
"Bad River Buck & Birds","5","13","27619 Hermann Ranch","Draper","South Dakota","US","http://www.badriverhunts.com/","(605) 669-3440","Hunting area","Lodge","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bad%20River%20Buck%20%26%20Birds&query_place_id=ChIJB9zsh9AsgIcRGygEN4vaZg0","Hunting area"
"Team Swamp Stomp LLC","5","171","20120 FM Rd 16","Lindale","Texas","US","http://teamswampstompllc.com/","(903) 330-1947","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Team%20Swamp%20Stomp%20LLC&query_place_id=ChIJNQJsmgGWSYYR6lkd4cZuiB8","Hunting area"
"Wild Hog Hunting",,,"2187 Hwy 290 E","Brenham","Texas","US",,"(512) 633-7519","Association / Organization",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wild%20Hog%20Hunting&query_place_id=ChIJOSTlLwKpRoYROTjIcN7SVuI","Association / Organization"
"Mallard Landing","4.8","10","8998 Reddman Rd","Harrisburg","Arkansas","US","https://www.mallardlandingduck.club/",,"Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mallard%20Landing&query_place_id=ChIJTULRuWw41IcR-qcJOsCdIuU","Hunting area"
"Paradise Valley Public Hunting Dousman","4.6","18","Kincaid Ln","Dousman","Wisconsin","US",,,"Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Paradise%20Valley%20Public%20Hunting%20Dousman&query_place_id=ChIJPawwYtHHBYgRDybfMelV6WE","Hunting area"
"Nebraska Outfitter, LLC","3","1","1025 Rd P322","Fullerton","Nebraska","US","http://www.nebraskaoutfitter.com/","(308) 536-2441","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nebraska%20Outfitter%2C%20LLC&query_place_id=ChIJ-1eJNv9tmocRLiuOt-Jd2mQ","Hunting area"
"Council Creek Outfitters",,,"51050 N 330th Ave","Fullerton","Nebraska","US","http://www.councilcreekne.com/","(404) 450-7802","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Council%20Creek%20Outfitters&query_place_id=ChIJCVfWg7d1mocRSqYDEsv4ZUc","Hunting area"
"Lost Island Hunt Club and Lodge","3.7","3","1850 45 Rd","Linwood","Nebraska","US","http://lostislandhuntclub.com/","(402) 677-3440","Hunting club","Lodge",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lost%20Island%20Hunt%20Club%20and%20Lodge&query_place_id=ChIJ5RyqlccfkYcRJyZjbb3VGC0","Hunting club"
"Whitetail River Lodge","4.8","43","89140 NE-14","Niobrara","Nebraska","US","https://whitetailriverlodge.com/","(402) 857-3564","Lodge","Bed & breakfast",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Whitetail%20River%20Lodge&query_place_id=ChIJhy1sxMVxhYcROWx19x4tdCo","Lodge"
"Kingdom Outfitters","5","4","58597 South 280th Avenue Fullerton Fullerton","Fullerton","NE","US","https://thekingdomoutfitters.com/","(308) 223-1446","Association / Organization",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kingdom%20Outfitters&query_place_id=ChIJVVWBzGQNmocRPJQ4Z52Fv-k","Association / Organization"
"Clear Creek Hunting Lodge","5","11",,"Bartlett","Nebraska","US",,,"Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clear%20Creek%20Hunting%20Lodge&query_place_id=ChIJV3kemigdm4cRGBRGUnCnuXM","Hunting preserve"
"Holmes Creek Headwaters Ranch","5","3","343 154th","Pleasant Dale","Nebraska","US","http://www.hunt-nebraska.com/","(833) 486-8632","Hunting club","Hunting area","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Holmes%20Creek%20Headwaters%20Ranch&query_place_id=ChIJ6aCnbBXnlocRWCJSBHAZNhw","Hunting club"
"KSK Big Game Outfitters, LLC",,,"88971 517 Ave","Niobrara","Nebraska","US",,"(402) 394-7532","Hunting area","Hunting preserve",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KSK%20Big%20Game%20Outfitters%2C%20LLC&query_place_id=ChIJbWISkWUNhYcRkhNepg0srFo","Hunting area"
"Swanson Hunting Acres & Lodge","5","13","89054 519th Ave","Niobrara","Nebraska","US","http://www.swansonhuntingacres.com/","(402) 857-3794","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Swanson%20Hunting%20Acres%20%26%20Lodge&query_place_id=ChIJKQcAIaJyhYcRseiVf9MtreY","Hunting club"
"Omaha Outfitters","4.9","174","11314 Wickersham Blvd STE 700 STE 700","Gretna","Nebraska","US","http://omaha-outfitters.com/","(531) 359-1776","Gun shop","Firearms academy",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Omaha%20Outfitters&query_place_id=ChIJE96ACvONk4cR1IN1HkOlC_0","Gun shop"
"Cedar Valley Hunt Club TLC","5","4","57088 832nd Rd","Stanton","Nebraska","US","https://www.cedarvalleyhuntclub.com/","(402) 439-5400","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cedar%20Valley%20Hunt%20Club%20TLC&query_place_id=ChIJWeYCzhlNkIcRKf2HJgKId30","Hunting club"
"Prairie King Ranch","4.3","3","49682 887th Rd","O'Neill","Nebraska","US","https://www.prairieking.com/","(406) 802-3363","Ranch",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prairie%20King%20Ranch&query_place_id=ChIJXdSgC_XjhIcRCebKmZHsFNk","Ranch"
"B & B Trophy Hunts","5","1",,"Atkinson","Nebraska","US","http://www.trophybison.com/","(402) 925-5151","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=B%20%26%20B%20Trophy%20Hunts&query_place_id=ChIJC11gMMiXhIcRLFWwtllsPDQ","Hunting club"
"Angel Wing Outfitters","3.7","11","270511 County Rd S","Gering","Nebraska","US","http://angelwingoutfitters.com/contact/","(308) 641-3528","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angel%20Wing%20Outfitters&query_place_id=ChIJuZRsz7JWZYcRW0n1ZlUwEXQ","Hunting club"
"The Rackett Grange and Hunting Preserve","5","6","9250 Rd 193","Lewellen","Nebraska","US","http://www.hunttherackett.com/","(308) 772-9999","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Rackett%20Grange%20and%20Hunting%20Preserve&query_place_id=ChIJCU6nc1ZNd4cR8rwePPL8NLk","Hunting club"
"Cheyenne Ridge Outfitters","4.5","8","20075 Ankony Pkwy","Minatare","Nebraska","US","https://thenorthplatteoutpost.com/","(877) 850-5144","Lodge",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cheyenne%20Ridge%20Outfitters&query_place_id=ChIJ8-uoAWGpeocRtH_hIAx8vSQ","Lodge"
"Goose Down Outfitters","2.3","3","1117 O St","Bridgeport","Nebraska","US","https://goosedownoutfitters.com/","(308) 279-1034","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Goose%20Down%20Outfitters&query_place_id=ChIJ3-D8LfxzcIcRiI6CcW0CZyE","Hunting club"
"Nebraska Waterfowl","5","6","60899 Sunflower Rd","Mitchell","Nebraska","US","https://www.nebraskawaterfowl.com/",,"Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nebraska%20Waterfowl&query_place_id=ChIJUb2pVJZFZYcRttPETALy-cA","Hunting area"
"SpringMeadows Hunting and Fishing","5","3","1634 365th Trl Road","Ellsworth","Nebraska","US",,"(308) 360-0545","Fishing","Entertainment and recreation","Store",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SpringMeadows%20Hunting%20and%20Fishing&query_place_id=ChIJy0k0HtOfcIcRaOqXVhxqcmc","Fishing"
"Cub Creek Hunting","4.6","13","24256 SW 142 Rd","Beatrice","Nebraska","US","http://cubcreekhunting.com/","(402) 890-4547","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cub%20Creek%20Hunting&query_place_id=ChIJh5hiz55alocRwXBAZi1jUp4","Hunting area"
"Blue River Outdoors","5","3","2044 County Rd W","De Witt","Nebraska","US","https://www.blueriverhunting.com/","(402) 239-6323","Store","Hunting and fishing store","Hunting store","Outdoor sports store",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blue%20River%20Outdoors&query_place_id=ChIJfcVbioZWlocRHQE4HQv4iew","Store"
"Covey Rise Outfitters",,,"38820 S 176th Rd","Liberty","Nebraska","US","https://coveyriseoutfitters.net/","(402) 520-0576","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Covey%20Rise%20Outfitters&query_place_id=ChIJu5v81q90locRsJo8RZcgb8Y","Hunting club"
"Flower Mound Ranch","4.3","22","1250 King Rd","Palmyra","Nebraska","US","https://www.flowermoundranch.com/","(402) 269-6354","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Flower%20Mound%20Ranch&query_place_id=ChIJR17ZptwnlIcRozR8YC8TmAk","Hunting club"
"Hunters Headquarters","4.6","36","1004 22nd St","Auburn","Nebraska","US","https://huntersheadquartersauburn.com/","(402) 274-5165","Gun shop","Bait shop","Hunting and fishing store","Outdoor sports store","Sporting goods store",,,,,,,"https://www.google.com/maps/search/?api=1&query=Hunters%20Headquarters&query_place_id=ChIJ86idueuulYcRImMrz-7jsf8","Gun shop"
"Jim River Guide Service","3.1","45","432 Railway Ave","Mellette","South Dakota","US","https://www.jimriverguideservice.com/","(605) 887-3561","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jim%20River%20Guide%20Service&query_place_id=ChIJ0_r9A8sCVUARnrnC_aKUf7s","Hunting area"
"Old Dominion Outfitters & Kennel, LLC","5","2","34948 155th St","Wecota","South Dakota","US","http://www.odoutfitters.com/","(703) 801-0571","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Old%20Dominion%20Outfitters%20%26%20Kennel%2C%20LLC&query_place_id=ChIJhxOhwph501IRmEzjAb1IxeE","Hunting area"
"Daybreak Ranch","5","3","33795 186th St","Highmore","South Dakota","US","http://www.huntdaybreakranch.com/","(605) 852-2622","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Daybreak%20Ranch&query_place_id=ChIJ-2FwNH-u1FIRe8Hxroa4nlY","Hunting area"
"Rieger Creek Lodge","5","147","4414 Main St","Selby","South Dakota","US","https://riegercreeklodge.com/","(605) 845-8851","Hunting area","Hunting preserve","Lodge",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rieger%20Creek%20Lodge&query_place_id=ChIJzf2GM4lI1FIR9SKqO3L5A1g","Hunting area"
"Hidden Hill Lodge & Guide Service","5","44","43084 125th St","Langford","South Dakota","US","http://hiddenhilllodge.com/","(605) 550-0445","Lodge","Hunting area","Hunting club","Hunting preserve","Retreat center","Wedding venue",,,,,,"https://www.google.com/maps/search/?api=1&query=Hidden%20Hill%20Lodge%20%26%20Guide%20Service&query_place_id=ChIJKbpJp52-zVIRPlvUughAZRY","Lodge"
"Swan Lake Hunting Adventures",,,"438 Main St","Hoven","South Dakota","US","https://www.swanlakeadventures.com/","(612) 328-8136","Hunting club","Fishing club","Hunting area",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Swan%20Lake%20Hunting%20Adventures&query_place_id=ChIJtw7oxUlf1FIRewzceRFC-FY","Hunting club"
"Broadmouth Canyon Ranch (Idaho) Main Office","4.5","12","122 Main St","Firth","Idaho","US","http://utahelkhunt.com/","(208) 346-6648","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Broadmouth%20Canyon%20Ranch%20(Idaho)%20Main%20Office&query_place_id=ChIJ7-Dq0AvmVFMR4fpq4DjO1tY","Hunting preserve"
"Gunnison Sports Outfitters DBA GSO Fishing","5","103","144 N Main St suite d","Gunnison","Colorado","US","http://gsofishing.com/","(719) 850-9789","Fishing charter",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gunnison%20Sports%20Outfitters%20DBA%20GSO%20Fishing&query_place_id=ChIJVVVZx8SSP4cR4rdXIgyp5bQ","Fishing charter"
"AEI Fly Fishing","5","8","Spring Meadow Trail","Gunnison","Colorado","US","http://www.aeiflyfishing.com/","(970) 641-4708","Fishing charter",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AEI%20Fly%20Fishing&query_place_id=ChIJBXgWdNKNP4cRMQKthU8SFIQ","Fishing charter"
"Bluestem Hunting","4.9","15","11100 Lariat","Perry","Oklahoma","US","http://huntbluestem.com/","(580) 336-4148","Hunting club","Hunting area","Hunting preserve",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bluestem%20Hunting&query_place_id=ChIJkSelBhSysYcRJJ3HJQ4wDRM","Hunting club"
"HR Outfitters","4.7","10","1851 SE 187 Rd","Wilburton","Oklahoma","US",,"(214) 533-7472","Hunting club","Hunting preserve","Lodge",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HR%20Outfitters&query_place_id=ChIJiTXr9JtptYcReGOMktIBtQ4","Hunting club"
"Riverbend Whitetails of Oklahoma","5","14","3616 Boston Pool Rd","Hominy","Oklahoma","US","https://riverbendtrophywhitetails.com/","(918) 430-5484","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Riverbend%20Whitetails%20of%20Oklahoma&query_place_id=ChIJ2wJpjjEvsYcR2aFspSkkfg0","Hunting preserve"
"Big Buffalo Outfitters","5","5","22936 Harness la","Cole Camp","Missouri","US","https://www.bigbuffalooutfitters.com/","(660) 619-2181","Hunting preserve",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Big%20Buffalo%20Outfitters&query_place_id=ChIJpcJu41xvxIcRxnwkLePELSI","Hunting preserve"
"J&B Outfitters of Southeast Colorado mule deer pronghorn elk","4","1","9800 E, US-50","Lamar","CO","US",,"(719) 688-3736","Hunting area",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=J%26B%20Outfitters%20of%20Southeast%20Colorado%20mule%20deer%20pronghorn%20elk&query_place_id=ChIJndmRV9AlDIcRspjdRQejoxs","Hunting area"
"Dry Lake Hunting Service","4.9","15","419 Stillwell School Rd","Stuttgart","Arkansas","US","http://www.drylakehuntingservice.com/contact.html","(870) 830-0299","Association / Organization",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dry%20Lake%20Hunting%20Service&query_place_id=ChIJMT0GQ9bHLIYRzBkpsZ1Kh38","Association / Organization"
"Cajun Fishing and Hunting Charters","5","29","118 Mcallen Dr","Houma","Louisiana","US","http://www.cajunfishingandhuntingcharters.com/","(985) 870-5909","Fishing charter",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cajun%20Fishing%20and%20Hunting%20Charters&query_place_id=ChIJkV-P0d0FIYYRcOo0lika22U","Fishing charter"
"Tri-State Outfitters, LLC.","4.8","17","85 Johnson Park","Raton","New Mexico","US","https://www.tristateoutfittersusa.com/","(575) 445-0200","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tri-State%20Outfitters%2C%20LLC.&query_place_id=ChIJc8f29WjwEIcRGoI1Q2wheNg","Hunting club"
"Non-Typical Outfitters","5","4","Chokecherry Rd","Etna","Wyoming","US","http://nontypicaloutfitters.com/","(307) 654-0000","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Non-Typical%20Outfitters&query_place_id=ChIJVYj482pQU1MR1xq1AjT5nro","Hunting club"
"Wild Wings Game Farm","5","21","9491 152nd St N","Hugo","Minnesota","US","http://www.wildwingsofoneka.com/","(651) 439-4287","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wild%20Wings%20Game%20Farm&query_place_id=ChIJ58LHq2DEslIRoo-0AbhZGLs","Hunting club"
"One80 Outfitters","5","8","40480 Anchor Way","Steamboat Springs","Colorado","US","https://www.one80outfitters.com/","(970) 846-4145","Hunting preserve","Hunting area","Hunting store",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=One80%20Outfitters&query_place_id=ChIJPZBa1OhuQocRR1jW6mqj22A","Hunting preserve"
"The Goose Guys Waterfowl Hunting Services, LLC","4.9","27","201 US-64","McCrory","Arkansas","US","https://thegooseguys.com/arkansas-spring-snow-goose-hunts/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing-AR","(918) 607-6477","Hunting club","Hunting area","Lodge",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Goose%20Guys%20Waterfowl%20Hunting%20Services%2C%20LLC&query_place_id=ChIJsYOi8up_1IcRt-YvcSCuCQQ","Hunting club"
"DLW Outfitters","5","6","500 NE 3rd St","Walnut Ridge","Arkansas","US","https://dlwoutfitters.com/","(770) 833-2708","Outdoor activity organiser",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DLW%20Outfitters&query_place_id=ChIJxzwOz5aj1ocR1e-CCjMRgz8","Outdoor activity organiser"
"River Chase Farms","5","4","Co Rd 170","Walnut Ridge","Arkansas","US","https://www.riverchasefarms.com/","(870) 919-4968","Hunting club","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=River%20Chase%20Farms&query_place_id=ChIJARdpKoEf1IcRJwS610TaxtA","Hunting club"
"Snow Pros","5","4","417 Toler St","Delaplaine","Arkansas","US","http://snowprohunting.com/","(870) 215-3789","Hunting club","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Snow%20Pros&query_place_id=ChIJ5W1WHsFJ8GsRp7voHI8g3Us","Hunting club"
"Three Rivers Duck Club","5","7","5986 Neil Rd","Weiner","Arkansas","US","http://www.threeriversduckclub.com/","(901) 568-0022","Hunting club","Hunting area",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Three%20Rivers%20Duck%20Club&query_place_id=ChIJ00MlhsVq1IcRHypEE0d4kSg","Hunting club"
"Whispering Oaks Hunting Club","5","9","7936 Long Creek Ln","Weiner","Arkansas","US","http://whisperingoakshunting.com/","(901) 373-4868","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Whispering%20Oaks%20Hunting%20Club&query_place_id=ChIJoaRAJLVs1IcRm42pnbXnStw","Hunting club"
"Run-N-Gun Arkansas",,,"7479 State Hwy 91","Jonesboro","Arkansas","US","https://run-n-gunarkansas.com/","(870) 573-3002","Hunting club",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Run-N-Gun%20Arkansas&query_place_id=ChIJ0Q5I77Qh1IcRvaTydDTJznI","Hunting club"
